amenity,x_meters,y_meters,latitude,longitude,kmeans_cluster,dbscan_cluster
post_office,-9350839.119066324,4291579.071986711,35.9342575,-84.000017,0,-1
fast_food,-9348412.331903132,4292757.455681639,35.9428281,-83.9782168,0,5
restaurant,-9348373.448004998,4292781.146758209,35.9430004,-83.9778675,0,5
restaurant,-9348424.654970763,4292745.135792241,35.9427385,-83.9783275,0,5
fast_food,-9348420.035211895,4292717.512341005,35.9425376,-83.978286,0,5
restaurant,-9348756.754407646,4292628.455032363,35.9418899,-83.9813108,0,5
fast_food,-9348774.031192617,4292448.747663317,35.9405829,-83.981466,0,5
restaurant,-9348754.405566392,4292445.28279145,35.9405577,-83.9812897,0,5
restaurant,-9348723.670254983,4292439.05427456,35.9405124,-83.9810136,0,5
restaurant,-9349437.395170202,4292255.349005471,35.9391763,-83.9874251,0,5
fast_food,-9350320.347975329,4307478.212448208,36.0498165,-83.9953568,4,-1
car_wash,-9346893.911784815,4300611.2172828335,35.9999262,-83.9645766,4,-1
restaurant,-9340304.332263406,4297775.094651921,35.9793119,-83.9053814,3,-1
restaurant,-9341496.6085376,4294343.950661992,35.9543655,-83.9160918,3,0
restaurant,-9357561.469344398,4289941.280528439,35.922344,-84.0604049,0,-1
ice_cream,-9365809.119285323,4286426.130659339,35.8967683,-84.1344948,2,-1
restaurant,-9362735.376637489,4287958.6505645,35.9079197,-84.1068829,2,3
cafe,-9367722.133602656,4287246.373145371,35.902737,-84.1516797,2,7
fast_food,-9352294.020283194,4301623.534131751,36.0072829,-84.0130866,4,4
fast_food,-9343315.980899276,4294617.080429154,35.9563516,-83.9324355,3,0
bar,-9341753.43373481,4296466.061186668,35.9697954,-83.9183989,3,0
cafe,-9346196.283667961,4294314.287870746,35.9541498,-83.9583097,3,-1
restaurant,-9356082.756888445,4290517.73408338,35.9265374,-84.0471214,0,11
bar,-9341677.85893251,4295764.8065913655,35.9646969,-83.91772,3,0
restaurant,-9348380.494528765,4292781.889253608,35.9430058,-83.9779308,0,5
parking_entrance,-9341317.595664456,4294387.640511768,35.9546832,-83.9144837,3,0
parking,-9341290.32238921,4295112.9424441,35.9599572,-83.9142387,3,0
bar,-9340256.041868301,4294966.544173016,35.9588927,-83.9049476,3,0
hospital,-9344722.346818164,4296005.196269716,35.9664447,-83.9450691,3,-1
fast_food,-9355990.2058638,4290285.645097862,35.9248491,-84.04629,0,11
hospital,-9353291.320469264,4293984.963444429,35.951755,-84.0220455,0,-1
